Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","25.96","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","100.7","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","43.6","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","2.95","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","32.54","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","18.81","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","43.51","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.12","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.56","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","7.47","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","6.63","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","7.01","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","2.69","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","15.59","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","24.13","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","14.88","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","9.34","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","49.05","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","36.26","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","34.73","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.43","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","8.5","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","30.5","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","5.99","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","7.11","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","3.42","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","34.96","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","52.93","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","14.65","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.46","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.09","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","52.93","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","79.74","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","63.01","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","5.39","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.62","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","22.67","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","71.37","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","21.55","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.34","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","32.32","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","54.16","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","12.02","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","3.89","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.81","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","4.2","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","121.59","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","29.53","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","6.06","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","4.33","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","3.17","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","5.85","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","7.83","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.18","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","41.98","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","72.3","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","16.21","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.83","E","Estimated value"
"FBS","Food Balances (2010-)","208","Denmark","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","33.31","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","64.33","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","23.82","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.84","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","38.49","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","80.93","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","30.2","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","212","Dominica","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","3.85","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","36.93","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","20.08","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","116.93","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","214","Dominican Republic","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.39","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","20.07","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","20.09","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","18.61","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","218","Ecuador","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","25.33","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","77.59","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","22.85","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.25","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.41","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","38.67","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","49.08","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","13.31","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.69","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","17.04","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","92.77","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","19.14","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.69","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","20.38","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","9.08","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.27","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","6.75","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","10.03","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","3.59","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.15","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","22.27","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","42.45","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","12.6","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.12","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","10.08","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","28.75","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","60.49","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","19.16","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.01","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.2","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","36.04","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","67.52","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","24.74","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.29","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.16","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","19.8","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","39.43","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","33.5","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.15","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","12.66","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","14.73","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","27.03","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","10.96","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","16.48","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","3.68","E","Estimated value"
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.25","E","Estimated value"
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","11.66","E","Estimated value"
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","3.96","E","Estimated value"
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.69","E","Estimated value"
"FBS","Food Balances (2010-)","270","Gambia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.55","E","Estimated value"
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","35.72","E","Estimated value"
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","28.36","E","Estimated value"
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","15.28","E","Estimated value"
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.21","E","Estimated value"
"FBS","Food Balances (2010-)","268","Georgia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.5","E","Estimated value"
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","36.66","E","Estimated value"
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","67.99","E","Estimated value"
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","17.23","E","Estimated value"
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.28","E","Estimated value"
"FBS","Food Balances (2010-)","276","Germany","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.4","E","Estimated value"
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","11.68","E","Estimated value"
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","9.33","E","Estimated value"
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","7.2","E","Estimated value"
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.96","E","Estimated value"
"FBS","Food Balances (2010-)","288","Ghana","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.29","E","Estimated value"
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","90.36","E","Estimated value"
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","33.15","E","Estimated value"
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.25","E","Estimated value"
"FBS","Food Balances (2010-)","300","Greece","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.9","E","Estimated value"
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","29.6","E","Estimated value"
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","95.92","E","Estimated value"
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","60.8","E","Estimated value"
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.26","E","Estimated value"
"FBS","Food Balances (2010-)","308","Grenada","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","2.39","E","Estimated value"
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","39.6","E","Estimated value"
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","26.33","E","Estimated value"
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","17.11","E","Estimated value"
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","320","Guatemala","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.83","E","Estimated value"
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","12.03","E","Estimated value"
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","44.61","E","Estimated value"
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","14.59","E","Estimated value"
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.57","E","Estimated value"
"FBS","Food Balances (2010-)","324","Guinea","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.27","E","Estimated value"
